isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false WEST EAST 159 190
true false EAST NORTH 159 190
true false NORTH WEST 159 190
true false WEST SOUTH 159 190
true false SOUTH NORTH 159 190
true false NORTH NORTH 159 190
true false NORTH SOUTH 159 190
true false SOUTH EAST 159 190
true false EAST NORTH 159 190
true false NORTH NORTH 159 190
true false NORTH WEST 159 190
true false WEST SOUTH 159 190
true false SOUTH WEST 159 190
true false WEST SOUTH 159 190
true false SOUTH NORTH 158 200
true false NORTH WEST 158 200
true false WEST SOUTH 158 200
true false SOUTH EAST 158 200
true false EAST WEST 158 200
true false WEST EAST 157 210
true false EAST SOUTH 157 210
true false SOUTH EAST 157 210
true false EAST EAST 157 210
true false EAST SOUTH 157 210
true false SOUTH EAST 157 210
true false EAST WEST 157 210
true false WEST SOUTH 157 210
true false SOUTH NORTH 157 210
true false NORTH WEST 157 210
true false WEST SOUTH 156 220
true false SOUTH WEST 156 220
true false WEST EAST 155 230
true false EAST EAST 155 230
true false EAST WEST 155 230
true false WEST SOUTH 155 230
true false SOUTH EAST 155 230
true false EAST NORTH 155 230
true false NORTH WEST 155 230
true false WEST WEST 155 230
true false WEST EAST 155 230
true false EAST EAST 155 230
true false EAST EAST 155 230
true false EAST EAST 155 230
true false EAST WEST 155 230
true false WEST WEST 155 230
true false WEST NORTH 155 230
true false NORTH SOUTH 154 240
true false SOUTH EAST 154 240
true false EAST NORTH 154 240
true false NORTH SOUTH 154 240
true false SOUTH NORTH 154 240
true false NORTH EAST 154 240
true false EAST WEST 154 240
true false WEST EAST 154 240
true false EAST SOUTH 154 240
true false SOUTH EAST 154 240
true false EAST SOUTH 154 240
true false SOUTH EAST 154 240
true false EAST SOUTH 154 240
true false SOUTH WEST 154 240
true false WEST EAST 154 240
true false EAST SOUTH 154 240
true false SOUTH WEST 154 240
true false WEST SOUTH 154 240
true false SOUTH EAST 154 240
true false EAST WEST 154 240
true false WEST EAST 154 240
true false EAST SOUTH 154 240
true false SOUTH WEST 154 240
true false WEST WEST 154 240
true false WEST EAST 154 240
true false EAST EAST 154 240
true false EAST EAST 154 240
true false EAST SOUTH 154 240
true false SOUTH EAST 154 240
true false EAST EAST 154 240
true false EAST EAST 154 240
true false EAST NORTH 154 240
true false NORTH SOUTH 154 240
true false SOUTH SOUTH 154 240
true false SOUTH NORTH 154 240
true false NORTH SOUTH 154 240
true false SOUTH SOUTH 154 240
true false SOUTH NORTH 154 240
true false NORTH SOUTH 154 240
true false SOUTH SOUTH 154 240
true false SOUTH EAST 154 240
true false EAST EAST 154 240
true false EAST NORTH 154 240
true false NORTH NORTH 154 240
true false NORTH NORTH 154 240
true false NORTH NORTH 154 240
true false NORTH SOUTH 154 240
true false SOUTH EAST 154 240
true false EAST SOUTH 154 240
true false SOUTH NORTH 154 240
true false NORTH WEST 154 240
true false WEST NORTH 154 240
true false NORTH SOUTH 154 240
true false SOUTH NORTH 154 240
true false NORTH EAST 154 240
true false EAST NORTH 153 250
true false NORTH NORTH 153 250
true false NORTH WEST 153 250
true false WEST NORTH 153 250
true false NORTH EAST 153 250
true false EAST WEST 153 250
true false WEST NORTH 153 250
true false NORTH NORTH 152 260
true false NORTH SOUTH 151 270
true false SOUTH WEST 151 270
true false WEST EAST 151 270
true false EAST EAST 151 270
true false EAST EAST 151 270
true false EAST WEST 151 270
true false WEST WEST 151 270
true false WEST SOUTH 151 270
true false SOUTH SOUTH 151 270
true false SOUTH NORTH 151 270
true false NORTH SOUTH 151 270
true false SOUTH SOUTH 151 270
true false SOUTH NORTH 151 270
true false NORTH SOUTH 151 270
true false SOUTH EAST 151 270
true false EAST WEST 151 270
true false WEST EAST 151 270
true false EAST NORTH 151 270
true false NORTH WEST 151 270
true false WEST NORTH 151 270
true false NORTH NORTH 151 270
true false NORTH NORTH 151 270
true false NORTH NORTH 151 270
true false NORTH SOUTH 151 270
true false SOUTH NORTH 151 270
true false NORTH SOUTH 151 270
true false SOUTH NORTH 151 270
true false NORTH NORTH 151 270
true false NORTH SOUTH 151 270
true false SOUTH EAST 151 270
true false EAST WEST 151 270
true false WEST EAST 151 270
true false EAST NORTH 151 270
true false NORTH NORTH 151 270
true false NORTH SOUTH 151 270
true false SOUTH WEST 151 270
true false WEST NORTH 151 270
true false NORTH EAST 151 270
true false EAST NORTH 151 270
true false NORTH EAST 151 270
true false EAST EAST 151 270
true false EAST NORTH 151 270
true false NORTH NORTH 150 280
true false NORTH WEST 149 290
true false WEST EAST 149 290
true false EAST NORTH 149 290
true false NORTH SOUTH 148 300
true false SOUTH WEST 148 300
true false WEST WEST 148 300
true false WEST WEST 148 300
true false WEST SOUTH 148 300
true false SOUTH EAST 148 300
true false EAST NORTH 148 300
true false NORTH EAST 148 300
true false EAST SOUTH 148 300
true false SOUTH SOUTH 148 300
true false SOUTH EAST 148 300
true false EAST NORTH 148 300
true false NORTH EAST 148 300
true false EAST EAST 148 300
true false EAST WEST 148 300
true false WEST NORTH 148 300
true false NORTH EAST 148 300
true false EAST SOUTH 148 300
true false SOUTH WEST 148 300
true false WEST SOUTH 148 300
true false SOUTH WEST 148 300
true false WEST WEST 148 300
true false WEST EAST 148 300
true false EAST SOUTH 148 300
true false SOUTH NORTH 148 300
true false NORTH EAST 148 300
true false EAST SOUTH 148 300
true false SOUTH SOUTH 148 300
true false SOUTH SOUTH 148 300
true false SOUTH NORTH 148 300
true false NORTH EAST 148 300
true false EAST SOUTH 148 300
true false SOUTH NORTH 148 300
true false NORTH WEST 148 300
true false WEST SOUTH 148 300
true false SOUTH EAST 148 300
true false EAST WEST 148 300
true false WEST SOUTH 148 300
true false SOUTH SOUTH 148 300
true false SOUTH SOUTH 148 300
true false SOUTH SOUTH 148 300
true false SOUTH EAST 148 300
true false EAST WEST 148 300
true false WEST EAST 148 300
true false EAST WEST 148 300
true false WEST NORTH 148 300
true false NORTH WEST 148 300
true false WEST WEST 148 300
true false WEST NORTH 148 300
true false NORTH EAST 148 300
true false EAST SOUTH 148 300
true false SOUTH EAST 148 300
true false EAST EAST 148 300
true false EAST WEST 148 300
true false WEST WEST 148 300
true false WEST EAST 148 300
true false EAST WEST 148 300
true false WEST WEST 148 300
true false WEST EAST 148 300
true false EAST NORTH 148 300
true false NORTH EAST 148 300
true false EAST EAST 148 300
true false EAST SOUTH 148 300
true false SOUTH EAST 148 300
true false EAST NORTH 148 300
true false NORTH EAST 148 300
true false EAST NORTH 148 300
true false NORTH SOUTH 148 300
true false SOUTH SOUTH 148 300
true false SOUTH NORTH 148 300
true false NORTH SOUTH 148 300
true false SOUTH NORTH 148 300
true false NORTH SOUTH 148 300
true false SOUTH WEST 148 300
true false WEST NORTH 148 300
true false NORTH WEST 148 300
true false WEST SOUTH 148 300
true false SOUTH NORTH 148 300
true false NORTH WEST 148 300
true false WEST EAST 148 300
true false EAST NORTH 148 300
true false NORTH NORTH 148 300
true false NORTH SOUTH 148 300
true false SOUTH EAST 148 300
true false EAST EAST 148 300
true false EAST SOUTH 148 300
true false SOUTH SOUTH 148 300
true false SOUTH SOUTH 148 300
true false SOUTH EAST 148 300
true false EAST NORTH 148 300
true false NORTH NORTH 148 300
true false NORTH EAST 148 300
true false EAST WEST 148 300
true false WEST NORTH 148 300
true false NORTH NORTH 148 300
true false NORTH EAST 148 300
true false EAST SOUTH 148 300
true false SOUTH SOUTH 148 300
true false SOUTH EAST 147 310
true false EAST SOUTH 146 320
true false SOUTH NORTH 146 320
true false NORTH NORTH 146 320
true false NORTH WEST 146 320
true false WEST NORTH 146 320
true false NORTH WEST 146 320
true false WEST NORTH 146 320
true false NORTH SOUTH 146 320
true false SOUTH EAST 146 320
true false EAST NORTH 146 320
true false NORTH SOUTH 146 320
true false SOUTH EAST 146 320
true false EAST WEST 146 320
true false WEST SOUTH 146 320
true false SOUTH SOUTH 146 320
true false SOUTH SOUTH 146 320
true false SOUTH SOUTH 146 320
true false SOUTH SOUTH 146 320
true false SOUTH EAST 146 320
true false EAST WEST 146 320
true false WEST NORTH 146 320
true false NORTH EAST 146 320
true false EAST EAST 146 320
true false EAST SOUTH 146 320
true false SOUTH NORTH 146 320
true false NORTH EAST 146 320
true false EAST WEST 146 320
true false WEST WEST 146 320
true false WEST SOUTH 146 320
true false SOUTH EAST 146 320
true false EAST EAST 146 320
true false EAST NORTH 145 330
true false NORTH EAST 145 330
true false EAST EAST 144 340
true false EAST SOUTH 143 350
true false SOUTH NORTH 143 350
true false NORTH WEST 143 350
true false WEST WEST 143 350
true false WEST WEST 143 350
true false WEST EAST 143 350
true false EAST EAST 143 350
true false EAST WEST 143 350
true false WEST SOUTH 143 350
true false SOUTH SOUTH 143 350
true false SOUTH WEST 143 350
true false WEST WEST 143 350
true false WEST EAST 143 350
true false EAST NORTH 143 350
true false NORTH NORTH 143 350
true false NORTH EAST 143 350
true false EAST NORTH 143 350
true false NORTH WEST 143 350
true false WEST NORTH 143 350
true false NORTH SOUTH 143 350
true false SOUTH WEST 143 350
true false WEST EAST 143 350
true false EAST SOUTH 143 350
true false SOUTH NORTH 143 350
true false NORTH SOUTH 143 350
true false SOUTH WEST 143 350
true false WEST SOUTH 143 350
true false SOUTH WEST 143 350
true false WEST SOUTH 143 350
true false SOUTH WEST 143 350
true false WEST NORTH 142 360
true false NORTH WEST 142 360
true false WEST SOUTH 141 370
true false SOUTH NORTH 141 370
true false NORTH SOUTH 141 370
true false SOUTH SOUTH 141 370
true false SOUTH EAST 141 370
true false EAST NORTH 140 380
true false NORTH NORTH 140 380
true false NORTH EAST 140 380
true false EAST WEST 139 390
true false WEST SOUTH 139 390
true false SOUTH NORTH 139 390
true false NORTH NORTH 139 390
true false NORTH WEST 139 390
true false WEST NORTH 139 390
true false NORTH EAST 139 390
true false EAST EAST 139 390
true false EAST EAST 139 390
true false EAST WEST 139 390
true false WEST WEST 139 390
true false WEST NORTH 139 390
true false NORTH SOUTH 139 390
true false SOUTH SOUTH 139 390
true false SOUTH NORTH 139 390
true false NORTH WEST 139 390
true false WEST NORTH 139 390
true false NORTH NORTH 139 390
true false NORTH WEST 139 390
true false WEST SOUTH 139 390
true false SOUTH SOUTH 139 390
true false SOUTH NORTH 139 390
true false NORTH SOUTH 139 390
true false SOUTH SOUTH 139 390
true false SOUTH NORTH 139 390
true false NORTH NORTH 139 390
true false NORTH SOUTH 139 390
true false SOUTH NORTH 139 390
true false NORTH WEST 139 390
true false WEST SOUTH 139 390
true false SOUTH WEST 139 390
true false WEST EAST 139 390
true false EAST SOUTH 139 390
true false SOUTH NORTH 139 390
true false NORTH NORTH 139 390
true false NORTH SOUTH 139 390
true false SOUTH SOUTH 139 390
true false SOUTH NORTH 139 390
true false NORTH NORTH 139 390
true false NORTH EAST 139 390
true false EAST EAST 139 390
true false EAST SOUTH 139 390
true false SOUTH WEST 139 390
true false WEST WEST 139 390
true false WEST NORTH 139 390
true false NORTH SOUTH 139 390
true false SOUTH SOUTH 139 390
true false SOUTH NORTH 139 390
true false NORTH WEST 139 390
true false WEST SOUTH 139 390
true false SOUTH NORTH 139 390
true false NORTH WEST 139 390
true false WEST SOUTH 139 390
true false SOUTH WEST 139 390
true false WEST SOUTH 139 390
true false SOUTH EAST 139 390
true false EAST NORTH 139 390
true false NORTH SOUTH 139 390
true false SOUTH SOUTH 139 390
true false SOUTH SOUTH 139 390
true false SOUTH SOUTH 139 390
true false SOUTH SOUTH 139 390
true false SOUTH NORTH 139 390
true false NORTH EAST 139 390
true false EAST NORTH 139 390
true false NORTH SOUTH 139 390
true false SOUTH EAST 139 390
true false EAST NORTH 139 390
true false NORTH NORTH 139 390
true false NORTH NORTH 139 390
true false NORTH EAST 139 390
true false EAST SOUTH 139 390
true false SOUTH EAST 139 390
true false EAST NORTH 139 390
true false NORTH SOUTH 139 390
true false SOUTH WEST 139 390
true false WEST WEST 139 390
true false WEST WEST 139 390
true false WEST WEST 139 390
true false WEST SOUTH 139 390
true false SOUTH EAST 139 390
true false EAST EAST 139 390
true false EAST SOUTH 139 390
true false SOUTH NORTH 139 390
true false NORTH WEST 139 390
true false WEST NORTH 139 390
true false NORTH EAST 139 390
true false EAST NORTH 139 390
true false NORTH SOUTH 139 390
true false SOUTH NORTH 139 390
true false NORTH SOUTH 139 390
true false SOUTH WEST 139 390
true false WEST EAST 139 390
true false EAST SOUTH 139 390
true false SOUTH EAST 139 390
true false EAST SOUTH 139 390
true false SOUTH NORTH 139 390
true false NORTH NORTH 139 390
true false NORTH WEST 139 390
true false WEST EAST 139 390
true false EAST WEST 139 390
true false WEST WEST 139 390
true false WEST EAST 139 390
true false EAST SOUTH 139 390
true false SOUTH SOUTH 139 390
true false SOUTH SOUTH 139 390
true false SOUTH SOUTH 139 390
true false SOUTH EAST 139 390
true false EAST SOUTH 139 390
true false SOUTH NORTH 139 390
true false NORTH EAST 139 390
true false EAST SOUTH 139 390
true false SOUTH EAST 139 390
true false EAST NORTH 139 390
true false NORTH NORTH 139 390
true false NORTH NORTH 139 390
true false NORTH NORTH 139 390
true false NORTH EAST 139 390
true false EAST WEST 139 390
true false WEST EAST 139 390
true false EAST NORTH 139 390
true false NORTH EAST 139 390
true false EAST SOUTH 139 390
true false SOUTH SOUTH 139 390
true false SOUTH WEST 139 390
true false WEST SOUTH 139 390
true false SOUTH WEST 139 390
true false WEST NORTH 139 390
true false NORTH WEST 139 390
true false WEST EAST 139 390
true false EAST SOUTH 139 390
true false SOUTH EAST 139 390
true false EAST NORTH 138 400
true false NORTH NORTH 137 410
true false NORTH WEST 136 420
true false WEST WEST 136 420
true false WEST WEST 136 420
true false WEST WEST 136 420
true false WEST WEST 136 420
true false WEST SOUTH 136 420
true false SOUTH WEST 136 420
true false WEST EAST 136 420
true false EAST WEST 136 420
true false WEST WEST 136 420
true false WEST NORTH 136 420
true false NORTH NORTH 136 420
true false NORTH SOUTH 135 430
true false SOUTH NORTH 135 430
true false NORTH SOUTH 135 430
true false SOUTH SOUTH 135 430
true false SOUTH EAST 135 430
true false EAST SOUTH 135 430
true false SOUTH EAST 135 430
true false EAST NORTH 135 430
true false NORTH SOUTH 135 430
true false SOUTH SOUTH 135 430
true false SOUTH SOUTH 135 430
true false SOUTH WEST 135 430
true false WEST EAST 135 430
true false EAST SOUTH 135 430
true false SOUTH NORTH 135 430
true false NORTH SOUTH 135 430
true false SOUTH NORTH 135 430
true false NORTH NORTH 135 430
true false NORTH EAST 135 430
true false EAST NORTH 135 430
true false NORTH SOUTH 135 430
true false SOUTH EAST 135 430
true false EAST SOUTH 135 430
true false SOUTH NORTH 135 430
true false NORTH NORTH 135 430
true false NORTH WEST 135 430
true false WEST EAST 135 430
true false EAST SOUTH 135 430
true false SOUTH NORTH 135 430
true false NORTH WEST 135 430
true false WEST NORTH 135 430
true false NORTH EAST 135 430
true false EAST NORTH 135 430
true false NORTH SOUTH 135 430
true false SOUTH WEST 135 430
true false WEST NORTH 135 430
true false NORTH NORTH 135 430
true false NORTH NORTH 135 430
true false NORTH NORTH 135 430
true false NORTH NORTH 135 430
true false NORTH SOUTH 135 430
true false SOUTH EAST 135 430
true false EAST WEST 135 430
true false WEST SOUTH 135 430
true false SOUTH NORTH 135 430
true false NORTH SOUTH 135 430
true false SOUTH WEST 135 430
true false WEST WEST 135 430
true false WEST NORTH 135 430
true false NORTH WEST 135 430
true false WEST NORTH 135 430
true false NORTH EAST 135 430
true false EAST EAST 135 430
true false EAST WEST 135 430
true false WEST WEST 135 430
true false WEST WEST 135 430
true false WEST SOUTH 135 430
true false SOUTH EAST 135 430
true false EAST EAST 135 430
true false EAST SOUTH 135 430
true false SOUTH WEST 135 430
true false WEST EAST 135 430
true false EAST SOUTH 135 430
true false SOUTH SOUTH 134 440
true false SOUTH EAST 133 450
true false EAST SOUTH 133 450
true false SOUTH EAST 132 460
true false EAST EAST 132 460
true false EAST SOUTH 132 460
true false SOUTH EAST 132 460
true false EAST SOUTH 132 460
true false SOUTH EAST 132 460
true false EAST SOUTH 131 470
true false SOUTH EAST 131 470
true false EAST WEST 130 480
true false WEST NORTH 130 480
true false NORTH NORTH 130 480
true false NORTH WEST 130 480
true false WEST EAST 130 480
true false EAST NORTH 130 480
true false NORTH SOUTH 130 480
true false SOUTH WEST 130 480
true false WEST WEST 130 480
true false WEST SOUTH 130 480
true false SOUTH NORTH 129 490
true false NORTH EAST 129 490
true false EAST WEST 129 490
true false WEST EAST 129 490
true false EAST EAST 129 490
true false EAST WEST 129 490
true false WEST EAST 129 490
true false EAST SOUTH 129 490
true false SOUTH WEST 129 490
true false WEST WEST 129 490
true false WEST EAST 129 490
true false EAST EAST 129 490
true false EAST EAST 129 490
true false EAST NORTH 129 490
true false NORTH NORTH 129 490
true false NORTH NORTH 129 490
true false NORTH NORTH 129 490
true false NORTH WEST 129 490
true false WEST SOUTH 129 490
true false SOUTH WEST 129 490
true false WEST EAST 129 490
true false EAST EAST 129 490
true false EAST NORTH 129 490
true false NORTH NORTH 129 490
true false NORTH SOUTH 129 490
true false SOUTH SOUTH 129 490
true false SOUTH EAST 129 490
true false EAST SOUTH 128 500
true false SOUTH NORTH 127 510
true false NORTH WEST 127 510
true false WEST WEST 127 510
true false WEST SOUTH 127 510
true false SOUTH SOUTH 127 510
true false SOUTH SOUTH 127 510
true false SOUTH SOUTH 127 510
true false SOUTH WEST 127 510
true false WEST WEST 127 510
true false WEST NORTH 127 510
true false NORTH SOUTH 127 510
true false SOUTH EAST 127 510
true false EAST EAST 127 510
true false EAST WEST 127 510
true false WEST SOUTH 127 510
true false SOUTH SOUTH 127 510
true false SOUTH EAST 127 510
true false EAST SOUTH 127 510
true false SOUTH SOUTH 127 510
true false SOUTH NORTH 127 510
true false NORTH WEST 127 510
true false WEST WEST 127 510
true false WEST SOUTH 127 510
true false SOUTH SOUTH 127 510
true false SOUTH EAST 126 520
true false EAST WEST 126 520
true false WEST WEST 125 530
true false WEST NORTH 124 540
true false NORTH SOUTH 124 540
true false SOUTH NORTH 123 550
true false NORTH SOUTH 123 550
true false SOUTH SOUTH 123 550
true false SOUTH WEST 122 560
true false WEST NORTH 121 570
true false NORTH SOUTH 121 570
true false SOUTH SOUTH 121 570
true false SOUTH EAST 121 570
true false EAST EAST 121 570
true false EAST EAST 121 570
true false EAST WEST 121 570
true false WEST SOUTH 121 570
true false SOUTH SOUTH 121 570
true false SOUTH WEST 121 570
true false WEST SOUTH 120 580
true false SOUTH SOUTH 120 580
true false SOUTH NORTH 120 580
true false NORTH EAST 120 580
true false EAST WEST 120 580
true false WEST SOUTH 120 580
true false SOUTH SOUTH 120 580
true false SOUTH NORTH 120 580
true false NORTH WEST 120 580
true false WEST WEST 119 590
true false WEST SOUTH 119 590
true false SOUTH NORTH 118 600
true false NORTH EAST 118 600
true false EAST EAST 118 600
true false EAST WEST 118 600
true false WEST SOUTH 118 600
true false SOUTH WEST 118 600
true false WEST EAST 118 600
true false EAST NORTH 118 600
true false NORTH EAST 118 600
true false EAST SOUTH 118 600
true false SOUTH SOUTH 118 600
true false SOUTH EAST 118 600
true false EAST SOUTH 118 600
true false SOUTH WEST 118 600
true false WEST SOUTH 118 600
true false SOUTH EAST 118 600
true false EAST WEST 118 600
true false WEST EAST 118 600
true false EAST WEST 118 600
true false WEST SOUTH 118 600
true false SOUTH NORTH 118 600
true false NORTH EAST 118 600
true false EAST WEST 118 600
true false WEST SOUTH 118 600
true false SOUTH NORTH 118 600
true false NORTH SOUTH 118 600
true false SOUTH SOUTH 118 600
true false SOUTH EAST 118 600
true false EAST SOUTH 118 600
true false SOUTH EAST 118 600
true false EAST SOUTH 118 600
true false SOUTH EAST 118 600
true false EAST NORTH 118 600
true false NORTH EAST 118 600
true false EAST WEST 118 600
true false WEST NORTH 118 600
true false NORTH SOUTH 118 600
true false SOUTH WEST 118 600
true false WEST EAST 118 600
true false EAST WEST 118 600
true false WEST NORTH 118 600
true false NORTH NORTH 118 600
true false NORTH EAST 118 600
true false EAST NORTH 118 600
true false NORTH WEST 118 600
true false WEST EAST 118 600
true false EAST NORTH 118 600
true false NORTH NORTH 118 600
true false NORTH SOUTH 118 600
true false SOUTH NORTH 118 600
true false NORTH WEST 118 600
true false WEST EAST 118 600
true false EAST NORTH 118 600
true false NORTH SOUTH 118 600
true false SOUTH WEST 118 600
true false WEST EAST 118 600
true false EAST NORTH 118 600
true false NORTH SOUTH 118 600
true false SOUTH WEST 118 600
true false WEST NORTH 118 600
true false NORTH WEST 118 600
true false WEST NORTH 118 600
true false NORTH SOUTH 118 600
true false SOUTH SOUTH 118 600
true false SOUTH EAST 118 600
true false EAST SOUTH 118 600
true false SOUTH EAST 118 600
true false EAST WEST 118 600
true false WEST EAST 118 600
true false EAST EAST 118 600
true false EAST WEST 118 600
true false WEST WEST 118 600
true false WEST SOUTH 118 600
true false SOUTH WEST 118 600
true false WEST WEST 118 600
true false WEST NORTH 118 600
true false NORTH NORTH 118 600
true false NORTH SOUTH 118 600
true false SOUTH EAST 118 600
true false EAST NORTH 118 600
true false NORTH SOUTH 118 600
true false SOUTH NORTH 118 600
true false NORTH SOUTH 118 600
true false SOUTH WEST 118 600
true false WEST NORTH 118 600
true false NORTH NORTH 118 600
true false NORTH EAST 118 600
true false EAST SOUTH 118 600
true false SOUTH NORTH 118 600
true false NORTH SOUTH 118 600
true false SOUTH SOUTH 118 600
true false SOUTH SOUTH 118 600
true false SOUTH EAST 118 600
true false EAST EAST 118 600
true false EAST SOUTH 118 600
true false SOUTH SOUTH 118 600
true false SOUTH WEST 118 600
true false WEST SOUTH 118 600
true false SOUTH SOUTH 118 600
true false SOUTH EAST 118 600
true false EAST EAST 118 600
true false EAST WEST 118 600
true false WEST WEST 118 600
true false WEST EAST 118 600
true false EAST EAST 118 600
true false EAST NORTH 118 600
true false NORTH WEST 118 600
true false WEST WEST 118 600
true false WEST SOUTH 118 600
true false SOUTH EAST 118 600
true false EAST WEST 118 600
true false WEST SOUTH 118 600
true false SOUTH WEST 118 600
true false WEST EAST 118 600
true false EAST WEST 118 600
true false WEST EAST 118 600
true false EAST EAST 118 600
true false EAST WEST 118 600
true false WEST SOUTH 118 600
true false SOUTH WEST 118 600
true false WEST NORTH 118 600
true false NORTH WEST 118 600
true false WEST EAST 118 600
true false EAST NORTH 118 600
true false NORTH NORTH 118 600
true false NORTH EAST 118 600
true false EAST NORTH 118 600
true false NORTH SOUTH 118 600
true false SOUTH SOUTH 118 600
true false SOUTH EAST 118 600
true false EAST NORTH 118 600
true false NORTH EAST 118 600
true false EAST EAST 118 600
true false EAST WEST 118 600
true false WEST NORTH 118 600
true false NORTH NORTH 118 600
true false NORTH NORTH 118 600
true false NORTH SOUTH 118 600
true false SOUTH WEST 118 600
true false WEST WEST 118 600
true false WEST EAST 118 600
true false EAST SOUTH 118 600
true false SOUTH WEST 118 600
true false WEST SOUTH 118 600
true false SOUTH EAST 118 600
true false EAST WEST 118 600
true false WEST NORTH 118 600
true false NORTH SOUTH 118 600
true false SOUTH NORTH 118 600
true false NORTH EAST 118 600
true false EAST EAST 118 600
true false EAST EAST 118 600
true false EAST EAST 118 600
true false EAST NORTH 118 600
true false NORTH WEST 118 600
true false WEST NORTH 118 600
true false NORTH WEST 118 600
true false WEST SOUTH 118 600
true false SOUTH WEST 118 600
true false WEST WEST 118 600
true false WEST EAST 118 600
true false EAST EAST 118 600
true false EAST EAST 118 600
true false EAST EAST 118 600
true false EAST SOUTH 118 600
true false SOUTH NORTH 118 600
true false NORTH WEST 118 600
true false WEST EAST 118 600
true false EAST WEST 118 600
true false WEST NORTH 118 600
true false NORTH NORTH 118 600
true false NORTH SOUTH 118 600
true false SOUTH EAST 118 600
true false EAST NORTH 118 600
true false NORTH EAST 118 600
true false EAST NORTH 118 600
true false NORTH NORTH 118 600
true false NORTH NORTH 118 600
true false NORTH NORTH 118 600
true false NORTH EAST 118 600
true false EAST SOUTH 118 600
true false SOUTH SOUTH 117 610
true false SOUTH SOUTH 116 620
true false SOUTH WEST 116 620
true false WEST NORTH 116 620
true false NORTH EAST 116 620
true false EAST NORTH 116 620
true false NORTH EAST 116 620
true false EAST NORTH 116 620
true false NORTH WEST 116 620
true false WEST WEST 116 620
true false WEST EAST 116 620
true false EAST WEST 116 620
true false WEST WEST 116 620
true false WEST NORTH 116 620
true false NORTH WEST 116 620
true false WEST SOUTH 116 620
true false SOUTH WEST 116 620
true false WEST SOUTH 116 620
true false SOUTH WEST 116 620
true false WEST NORTH 116 620
true false NORTH WEST 116 620
true false WEST WEST 116 620
true false WEST NORTH 116 620
true false NORTH EAST 116 620
true false EAST WEST 116 620
true false WEST WEST 116 620
true false WEST WEST 116 620
true false WEST SOUTH 116 620
true false SOUTH WEST 116 620
true false WEST SOUTH 116 620
true false SOUTH WEST 116 620
true false WEST NORTH 116 620
true false NORTH SOUTH 116 620
